Global_Sales,Critic_Score,User_Score,MetaCritic_predicted
0.01,67.95652173913044,6.930917874396135,68.19703867461455
0.02,64.57466063348416,6.8144796380090495,67.67404726405485
0.03,67.74850299401197,7.050299401197606,68.77822316159758
0.04,66.31360946745562,7.020118343195267,68.6444660426061
0.05,65.84482758620689,6.913793103448276,68.31310343790655
0.06,63.0679012345679,6.815432098765432,67.34659935099847
0.07,62.46951219512195,6.816463414634147,67.31090259846853
0.08,64.25,6.99329268292683,68.3919291261951
0.09,66.29113924050633,7.0886075949367084,68.8629707183403
0.1,64.09352517985612,6.780575539568345,67.01049626442466
0.11,63.285714285714285,6.862111801242236,67.6929805640323
0.12,64.14285714285714,6.920168067226891,67.97991295682266
0.13,63.05511811023622,6.966929133858267,68.1387399791961
0.14,67.3587786259542,7.058778625954199,68.78102363163211
0.15,68.515625,7.1515625,69.27391437949125
0.16,65.98958333333333,6.764583333333333,67.30104741596682
0.17,64.76576576576576,6.8495495495495495,67.58295760226831
0.18,63.0990099009901,6.893069306930694,67.90271522988246
0.19,68.125,7.176785714285714,69.20732381851529
0.2,65.83673469387755,7.025510204081633,68.7517569580987
0.21,66.74509803921569,7.007843137254902,68.70704898746901
0.22,67.41176470588235,6.967058823529412,68.40161662464727
0.23,68.9375,7.10125,68.90110613249394
0.24,66.09411764705882,6.867058823529412,67.87305059546621
0.25,66.91780821917808,6.897260273972603,67.90822182877375
0.26,68.95833333333333,7.343055555555556,70.42623379295854
0.27,68.81159420289855,7.07536231884058,69.42255326969364
0.28,66.90789473684211,7.161842105263157,69.32192464439736
0.29,70.0657894736842,7.2973684210526315,70.54078340198849
0.3,66.95918367346938,7.161224489795918,69.42897827665789
0.31,67.41509433962264,6.796226415094339,67.4832453873715
0.32,70.98550724637681,7.384057971014493,71.05889135692988
0.33,70.0,7.459090909090909,71.0112352591035
0.34,69.9245283018868,7.084905660377358,68.77715481570807
0.35,70.6,7.3950000000000005,70.98944317883428
0.36,68.3409090909091,7.361363636363635,70.64762961384393
0.37,69.66666666666667,6.847058823529411,68.1021140836889
0.38,69.0,7.077358490566038,69.26287605112074
0.39,68.51063829787235,7.1553191489361705,69.3007650313189
0.4,70.0,7.2693877551020405,70.45054741089534
0.41,70.43589743589743,7.135897435897436,69.1525426314682
0.42,70.7258064516129,6.946774193548387,68.8936999738831
0.43,68.29729729729729,7.24054054054054,70.10790127194711
0.44,72.66666666666667,7.280392156862745,70.15471288612181
0.45,72.26086956521739,7.471739130434782,71.2292934704154
0.46,70.18181818181819,7.078787878787878,69.15345930360488
0.47,68.64444444444445,7.257777777777778,70.45775691801182
0.48,72.51612903225806,6.887096774193548,68.38655681810384
0.49,67.28571428571429,6.814285714285714,67.65231466101885
0.5,72.0909090909091,7.620454545454546,72.28454777895125
0.51,71.05,7.265000000000001,70.45418010426742
0.52,73.57894736842105,7.371052631578948,71.50793952443765
0.53,73.82926829268293,7.668292682926829,72.58710175892672
0.54,73.44186046511628,7.558139534883721,72.3674267507782
0.55,75.21428571428571,7.675,72.35106604917574
0.56,71.5111111111111,7.486666666666666,71.91293455765887
0.57,72.48648648648648,7.4135135135135135,71.25463782013718
0.58,72.71428571428571,7.319047619047619,70.81280252329971
0.59,74.32,7.504,71.8442873177582
0.6,67.16666666666667,6.903333333333333,68.60769095078385
0.61,72.21875,7.08125,70.22567891348623
0.62,72.77777777777777,7.448148148148148,71.65140240545973
0.63,73.90322580645162,6.993548387096775,69.50913961063819
0.64,70.25,7.064285714285715,69.62155331333062
0.65,73.2,7.627999999999999,72.78087269313508
0.66,73.78571428571429,7.478571428571429,71.94551103857637
0.67,73.6,7.453333333333333,71.95811121538954
0.68,76.43478260869566,7.8478260869565215,73.90431571604283
0.69,70.52941176470588,6.7823529411764705,67.93585927927676
0.7,73.96296296296296,7.359259259259259,71.59108708735988
0.71,71.72222222222223,7.005555555555556,69.47425908965143
0.72,76.92592592592592,7.314814814814815,71.8748915784109
0.73,75.95454545454545,7.254545454545454,71.42552350398154
0.74,73.66666666666667,7.457142857142857,71.56051659611919
0.75,74.16666666666667,7.266666666666667,70.52535674052244
0.76,67.6842105263158,7.084210526315789,69.73260084375788
0.77,66.05,6.76,67.99080628179975
0.78,78.375,7.85625,73.53678572563561
0.79,70.36363636363636,6.85,69.02251579192557
0.8,73.2,7.566666666666666,72.62754817254039
0.81,77.125,7.575,72.54977197477824
0.82,76.92857142857143,7.8999999999999995,75.24097182674633
0.83,74.26315789473684,6.678947368421053,68.18664041815845
0.84,76.4,7.426666666666667,71.91086714772237
0.85,76.6842105263158,7.773684210526315,73.61942303276385
0.86,73.81818181818181,7.890909090909091,74.10449403031893
0.87,74.66666666666667,7.6375,73.54770528417042
0.88,77.4375,7.45625,70.94816256900405
0.89,78.36842105263158,7.478947368421053,72.5552187607767
0.9,76.61111111111111,7.550000000000001,73.67860397859847
0.91,74.0,7.4,72.63768571411757
0.92,70.94117647058823,7.088235294117647,69.31572647733731
0.93,75.8695652173913,7.334782608695652,71.34810597887724
0.94,75.55555555555556,6.961111111111111,68.5418748318971
0.95,73.42857142857143,7.404761904761905,71.31758665644648
0.96,79.4,8.08,75.53357556706011
0.97,80.4375,7.1625,70.72617913779186
0.98,74.28571428571429,6.935714285714285,69.46703355546967
0.99,76.13333333333334,7.426666666666667,71.84337067861254
1.0,75.5,7.9375,74.06258578350759
1.01,75.57142857142857,7.428571428571429,70.15945606732552
1.02,72.25,7.0874999999999995,70.14754792734816
1.03,78.0,7.6875,72.65209582025135
1.04,76.16666666666667,7.9750000000000005,74.5902035918135
1.05,75.76923076923077,7.369230769230769,72.52535153625993
1.06,77.38888888888889,7.905555555555556,74.46380228058085
1.07,76.82352941176471,7.31764705882353,71.22048109175859
1.08,69.5,7.4125,70.96003921887029
1.09,75.44444444444444,6.8500000000000005,69.44910171613553
1.1,80.125,7.7125,73.93459698294507
1.11,79.57142857142857,7.028571428571429,69.21410776185297
1.12,77.58333333333333,7.325,71.45403075375586
1.13,77.92307692307692,7.407692307692307,71.80802789411744
1.14,78.0,8.206666666666667,76.02669847335937
1.15,72.7,7.390000000000001,72.37622000064626
1.16,72.6923076923077,6.9692307692307685,69.60693367388374
1.17,71.92307692307692,7.3538461538461535,71.70797796487338
1.18,81.0,7.775,72.95502824831308
1.19,75.3,7.859999999999999,73.20038206392493
1.2,77.0,7.145454545454545,71.2944126777182
1.21,79.3076923076923,8.153846153846153,75.79790160084174
1.22,80.0,7.925,76.07695176277869
1.23,72.61538461538461,7.476923076923077,71.89372522331867
1.24,74.54545454545455,7.763636363636365,73.22906794700481
1.25,75.5,7.891666666666667,74.64312339662833
1.26,74.71428571428571,7.442857142857143,73.09161670795501
1.27,73.73684210526316,7.347368421052631,71.67416595389123
1.28,80.16666666666667,8.1,74.75361051352701
1.29,66.57142857142857,7.142857142857143,70.11099125161148
1.3,77.22222222222223,7.222222222222222,70.72586400671277
1.31,76.0,7.328571428571428,72.06388939850615
1.32,83.0,7.7875000000000005,74.39917867458858
1.33,78.0,7.011111111111111,69.04789187111501
1.34,81.4,7.96,75.75275663750017
1.35,77.45454545454545,7.618181818181818,73.96064088573522
1.36,78.77777777777777,7.777777777777778,73.85723277271674
1.37,80.125,7.075,71.00897181973491
1.38,78.57142857142857,7.642857142857143,72.82743342170254
1.39,72.33333333333333,7.633333333333333,72.60916121907434
1.4,82.875,7.875,73.889596222403
1.41,85.5,7.716666666666666,74.25308532509403
1.42,75.6923076923077,7.584615384615384,73.68402556341731
1.43,73.8,6.95,69.54625384132466
1.44,78.33333333333333,7.483333333333333,72.46302621494873
1.45,77.83333333333333,7.766666666666667,74.56534463148371
1.46,80.85714285714286,7.814285714285715,74.90095684603354
1.47,79.66666666666667,7.5,72.45067873257783
1.48,76.0,7.5125,72.05658040910416
1.49,76.14285714285714,7.471428571428571,72.63114613460921
1.5,81.16666666666667,7.916666666666667,75.36087742461733
1.51,77.85714285714286,8.085714285714285,76.06506709165322
1.52,72.0,7.175,71.02867390817674
1.53,78.0,6.92,70.51080592288858
1.54,77.77777777777777,7.666666666666667,74.69584785965598
1.55,78.83333333333333,7.616666666666666,73.38646580840955
1.56,70.0,7.571428571428571,73.02872157513443
1.57,76.4,7.44,72.72793656407066
1.58,77.33333333333333,7.933333333333333,74.5060893693052
1.59,80.83333333333333,7.483333333333333,73.22705017900446
1.6,77.8,7.9399999999999995,75.03022542316423
1.61,81.33333333333333,8.266666666666666,79.19861440716974
1.62,81.0,7.45,73.47636960540036
1.63,85.16666666666667,8.116666666666667,77.4625579728389
1.64,81.0,8.333333333333334,78.15820211462639
1.65,71.33333333333333,7.550000000000001,72.83040667772211
1.66,77.0,8.1125,77.76275123335695
1.67,81.3076923076923,8.046153846153846,77.0643216311154
1.68,85.8,8.2,77.10621554334567
1.69,72.83333333333333,7.766666666666667,74.17393370464448
1.7,87.5,7.7,75.77854534623957
1.71,73.83333333333333,7.45,72.24529048498948
1.72,83.0,5.933333333333334,66.34633213791132
1.73,82.75,7.55,73.88263790314498
1.74,72.83333333333333,7.3,71.99355444009801
1.75,72.125,6.8625,70.22029526560016
1.76,79.66666666666667,7.833333333333333,74.81991774707457
1.77,68.75,7.425,70.97235839989146
1.78,75.0,7.266666666666667,71.98342574896772
1.79,90.0,8.9,82.00434885802585
1.8,81.75,7.3,71.5905384047918
1.81,88.0,8.4,77.81857380196895
1.82,84.5,7.466666666666666,73.31893856025579
1.83,68.5,7.9,74.31516145297255
1.84,82.33333333333333,7.3,72.05221356537568
1.85,82.33333333333333,8.1,76.5219135754919
1.86,77.66666666666667,7.833333333333333,75.79590733574507
1.87,79.5,7.175,70.05970072128102
1.88,63.6,6.32,66.47609652688568
1.89,69.5,7.75,75.96074698889504
1.9,81.5,7.55,72.84043859943893
1.91,84.5,6.45,69.14337822205337
1.92,84.8,8.14,76.91584663607723
1.93,86.33333333333333,8.299999999999999,78.91216167089037
1.94,78.45454545454545,7.672727272727273,74.80321461980337
1.95,85.0,8.375,78.61562124550036
1.96,77.66666666666667,7.366666666666667,74.3951241479643
1.97,62.0,5.35,60.275011579709826
1.98,77.5,7.0,71.33677553858132
1.99,81.0,8.1,76.06295462637557
2.0,79.5,7.25,70.81159999526358
2.01,76.33333333333333,6.933333333333334,69.41403787630868
2.02,73.66666666666667,8.166666666666666,77.19521424979102
2.03,76.0,6.88,70.5789558905292
2.04,78.83333333333333,8.033333333333333,75.31278030101285
2.05,70.4,7.220000000000001,72.33155498246848
2.06,86.16666666666667,8.4,77.01709165223097
2.07,65.5,6.25,67.40475903791452
2.08,75.5,7.0625,71.34336243888741
2.09,84.0,9.0,79.54001208080194
2.1,84.25,8.4,78.07367376968159
2.11,83.33333333333333,7.116666666666667,71.83658952193285
2.12,85.0,8.2,78.40637631794753
2.13,72.5,7.375,74.59235419869663
